Code_service_CH;Reference_document;1_Articles_CGI;2_Articles_CGI;3_Articles_CGI;4_Articles_CGI;5_Articles_CGI;No_disposition;Date_mutation;Nature_mutation;Valeur_fonciere;No_voie;B/T/Q;Type_de_voie;Code_voie;Voie;Code_postal;Commune;Code_departement;Code_commune;Prefixe_de_section;Section;No_plan;No_Volume;1er_lot;Surface_Carrez_du_1er_lot;2eme_lot;Surface_Carrez_du_2eme_lot;3eme_lot;Surface_Carrez_du_3eme_lot;4eme_lot;Surface_Carrez_du_4eme_lot;5eme_lot;Surface_Carrez_du_5eme_lot;Nombre_de_lots;Code_type_local;Type_local;Identifiant_local;Surface_reelle_bati;Nombre_pieces_principales;Nature_culture;Nature_culture_speciale;Surface_terrain
;;;;;;;000001;16/03/2021;Vente;1550000.00;23;;RUE;5599;LE REGRATTIER;75004;PARIS 04;75;104;;AW;75;;16;;17;;19;;20;;21;;13;2;Appartement;;58;2;;;
;;;;;;;000001;17/03/2021;Vente;190000.00;47;;RUE;0040;D ABOUKIR;75002;PARIS 02;75;102;;AJ;44;;21;15.67;;;;;;;;;1;2;Appartement;;15;1;;;
;;;;;;;000001;29/03/2021;Vente;230000.00;119;;RUE;0040;D ABOUKIR;75002;PARIS 02;75;102;;AO;165;;16;;21;;28;;;;;;3;2;Appartement;;15;1;;;
;;;;;;;000001;04/03/2021;Vente;400000.00;4;;RUE;4831;DE JARENTE;75004;PARIS 04;75;104;;AN;41;;8;;;;;;;;;;1;2;Appartement;;25;1;;;
;;;;;;;000001;04/03/2021;Vente;400000.00;4;;RUE;4831;DE JARENTE;75004;PARIS 04;75;104;;AN;41;;96;;;;;;;;;;1;2;Appartement;;26;1;;;
;;;;;;;000001;12/03/2021;Vente;383000.00;8;;RUE;9382;DES TOURNELLES;75004;PARIS 04;75;104;;AO;117;;14;28.86;2;;;;;;;;2;2;Appartement;;30;2;;;
;;;;;;;000001;17/03/2021;Vente;260000.00;8;;RUE;8561;SAINTE FOY;75002;PARIS 02;75;102;;AP;128;;304;;316;;;;;;;;2;2;Appartement;;37;2;;;
;;;;;;;000001;19/03/2021;Vente;38000.00;6;;RUE;4398;DES GUILLEMITES;75004;PARIS 04;75;104;;AH;68;;121;;;;;;;;;;1;3;Dépendance;;0;0;;;
;;;;;;;000001;30/03/2021;Vente;38000.00;30;;RUE;7338;DU PETIT MUSC;75004;PARIS 04;75;104;;AP;5;;399;;;;;;;;;;1;3;Dépendance;;0;0;;;
;;;;;;;000001;19/03/2021;Vente;690000.00;3;;RUE;8659;SAINT-JOSEPH;75002;PARIS 02;75;102;;AI;34;;29;;69;;;;;;;;2;4;Local industriel. commercial ou assimilé;;56;0;;;
